ComplexName,Sysname,Stdname
SLIK (SAGA-like) complex,YMR223W,UBP8
SLIK (SAGA-like) complex,YGL066W,SGF73
SAGA complex,YOL148C,SPT20
SAGA complex,YGR252W,GCN5
SAGA complex,YDR448W,ADA2
SAGA complex,YDR392W,SPT3
SAGA complex,YDR176W,NGG1
SAGA complex,YBR081C,SPT7
SAGA complex,YPL254W,HFI1
SAGA complex,YDR167W,TAF10
SAGA complex,YBR198C,TAF5
SAGA complex,YMR236W,TAF9
SAGA complex,YLR055C,SPT8
SAGA complex,YHR099W,TRA1
SAGA complex,YGR274C,TAF1
SAGA complex,YGL112C,TAF6
SAGA complex,YER164W,CHD1
SAGA complex,YDR145W,TAF12
SAGA complex,YMR227C,TAF7
SAGA complex,YMR223W,UBP8
SAGA complex,YGL066W,SGF73
SAGA complex,YBR111W-A,SUS1
SAGA complex,YPL047W,SGF11
SAGA complex,YCL010C,SGF29
proteasome associated,YEL037C,RAD23
proteasome associated,YDR054C,CDC34
proteasome associated,YLR199C,PBA1
proteasome associated,YKL206C,ADD66
proteasome associated,YKL010C,UFD4
proteasome associated,YHR052W,CIC1
proteasome associated,YGL058W,RAD6
proteasome associated,YER143W,DDI1
proteasome associated,YDR092W,UBC13
proteasome associated,YBR173C,UMP1
proteasome associated,YBR082C,UBC4
proteasome associated,YHL030W,ECM29
proteasome associated,YGR232W,NAS6
proteasome associated,YGL141W,HUL5
proteasome associated,YFR010W,UBP6
proteasome associated,YFL007W,BLM10
proteasome associated,YDR177W,UBC1
proteasome associated,YDR069C,DOA4
proteasome associated,YDR059C,UBC5
proteasome associated,YDL020C,RPN4
19S proteasome regulatory particle,YDL147W,RPN5
19S proteasome regulatory particle,YPR108W,RPN7
19S proteasome regulatory particle,YOR261C,RPN8
19S proteasome regulatory particle,YOR259C,RPT4
19S proteasome regulatory particle,YOR117W,RPT5
19S proteasome regulatory particle,YLR421C,RPN13
19S proteasome regulatory particle,YKL145W,RPT1
19S proteasome regulatory particle,YIL075C,RPN2
19S proteasome regulatory particle,YHR200W,RPN10
19S proteasome regulatory particle,YHR027C,RPN1
19S proteasome regulatory particle,YGL048C,RPT6
19S proteasome regulatory particle,YFR052W,RPN12
19S proteasome regulatory particle,YFR004W,RPN11
19S proteasome regulatory particle,YER021W,RPN3
19S proteasome regulatory particle,YDR427W,RPN9
19S proteasome regulatory particle,YDR394W,RPT3
19S proteasome regulatory particle,YDR363W-A,SEM1
19S proteasome regulatory particle,YDL097C,RPN6
19S proteasome regulatory particle,YDL007W,RPT2
RNA polymerase II complex,YPL129W,TAF14
RNA polymerase II complex,YPR187W,RPO26
RNA polymerase II complex,YOR224C,RPB8
RNA polymerase II complex,YOR210W,RPB10
RNA polymerase II complex,YML010W,SPT5
RNA polymerase II complex,YIL021W,RPB3
RNA polymerase II complex,YHR143W-A,RPC10
RNA polymerase II complex,YGR063C,SPT4
RNA polymerase II complex,YDL140C,RPO21
RNA polymerase II complex,YBR154C,RPB5
RNA polymerase II complex,YOR151C,RPB2
RNA polymerase II complex,YDL115C,IWR1
RNA polymerase II complex,YOL005C,RPB11
RNA polymerase II complex,YJL140W,RPB4
RNA polymerase II complex,YGR186W,TFG1
RNA polymerase II complex,YGR005C,TFG2
RNA polymerase II complex,YGL070C,RPB9
RNA polymerase II complex,YGL043W,DST1
RNA polymerase II complex,YDR404C,RPB7
DNA-directed RNA polymerase I complex,YPR187W,RPO26
DNA-directed RNA polymerase I complex,YOR224C,RPB8
DNA-directed RNA polymerase I complex,YOR210W,RPB10
DNA-directed RNA polymerase I complex,YIL021W,RPB3
DNA-directed RNA polymerase I complex,YHR143W-A,RPC10
DNA-directed RNA polymerase I complex,YBR154C,RPB5
DNA-directed RNA polymerase I complex,YPR110C,RPC40
DNA-directed RNA polymerase I complex,YNL113W,RPC19
DNA-directed RNA polymerase I complex,YPR010C,RPA135
DNA-directed RNA polymerase I complex,YOR341W,RPA190
DNA-directed RNA polymerase I complex,YOR340C,RPA43
DNA-directed RNA polymerase I complex,YNL248C,RPA49
DNA-directed RNA polymerase I complex,YJR063W,RPA12
DNA-directed RNA polymerase I complex,YJL148W,RPA34
DNA-directed RNA polymerase I complex,YDR156W,RPA14
DNA-directed RNA polymerase III complex,YPR187W,RPO26
DNA-directed RNA polymerase III complex,YOR224C,RPB8
DNA-directed RNA polymerase III complex,YOR210W,RPB10
DNA-directed RNA polymerase III complex,YIL021W,RPB3
DNA-directed RNA polymerase III complex,YHR143W-A,RPC10
DNA-directed RNA polymerase III complex,YBR154C,RPB5
DNA-directed RNA polymerase III complex,YPR110C,RPC40
DNA-directed RNA polymerase III complex,YNL113W,RPC19
DNA-directed RNA polymerase III complex,YPR190C,RPC82
DNA-directed RNA polymerase III complex,YOR207C,RET1
DNA-directed RNA polymerase III complex,YOR116C,RPO31
DNA-directed RNA polymerase III complex,YNR003C,RPC34
DNA-directed RNA polymerase III complex,YNL151C,RPC31
DNA-directed RNA polymerase III complex,YKR025W,RPC37
DNA-directed RNA polymerase III complex,YKL144C,RPC25
DNA-directed RNA polymerase III complex,YJL011C,RPC17
DNA-directed RNA polymerase III complex,YDR045C,RPC11
DNA-directed RNA polymerase III complex,YDL150W,RPC53
kinetochore,YDR328C,SKP1
kinetochore,YGR063C,SPT4
kinetochore,YPL233W,NSL1
kinetochore,YLR315W,NKP2
kinetochore,YKL138C-A,HSK3
kinetochore,YJR112W,NNF1
kinetochore,YJR060W,CBF1
kinetochore,YIR010W,DSN1
kinetochore,YDR383C,NKP1
kinetochore,YDR356W,SPC110
kinetochore,YDR320C-A,DAD4
kinetochore,YBR233W-A,DAD3
kinetochore,YBR211C,AME1
kinetochore,YOR073W,SGO1
kinetochore,YLR045C,STU2
kinetochore,YKL049C,CSE4
kinetochore,YFR046C,CNN1
kinetochore,YCL029C,BIK1
cytoskeleton assembly pathway,YAL041W,CDC24
cytoskeleton assembly pathway,YLR229C,CDC42
cytoskeleton assembly pathway,YGR014W,MSB2
cytoskeleton assembly pathway,YPL161C,BEM4
cytoskeleton assembly pathway,YPL115C,BEM3
cytoskeleton assembly pathway,YOR127W,RGA1
cytoskeleton assembly pathway,YOL113W,SKM1
cytoskeleton assembly pathway,YNL298W,CLA4
cytoskeleton assembly pathway,YHR061C,GIC1
cytoskeleton assembly pathway,YGR221C,TOS2
cytoskeleton assembly pathway,YFL047W,RGD2
cytoskeleton assembly pathway,YER155C,BEM2
cytoskeleton assembly pathway,YDR379W,RGA2
cytoskeleton assembly pathway,YDR309C,GIC2
cytoskeleton assembly pathway,YDL135C,RDI1
cytoskeleton assembly pathway,YBR200W,BEM1
Prp19-associated complex,YPR101W,SNT309
Prp19-associated complex,YMR213W,CEF1
Prp19-associated complex,YLR117C,CLF1
Prp19-associated complex,YLL036C,PRP19
Prp19-associated complex,YJR050W,ISY1
Prp19-associated complex,YDR416W,SYF1
Prp19-associated complex,YGR129W,SYF2
Prp19-associated complex,YBR188C,NTC20
spliceosome,YLR424W,SPP382
spliceosome,YPR101W,SNT309
spliceosome,YMR213W,CEF1
spliceosome,YLR117C,CLF1
spliceosome,YLL036C,PRP19
spliceosome,YJR050W,ISY1
spliceosome,YGL120C,PRP43
spliceosome,YDR416W,SYF1
spliceosome,YDL209C,CWC2
spliceosome,YPL151C,PRP46
spliceosome,YGR278W,CWC22
spliceosome,YGL128C,CWC23
spliceosome,YDR364C,CDC40
spliceosome,YCR063W,BUD31
spliceosome,YBR065C,ECM2
spliceosome,YAL032C,PRP45
mRNA cleavage factor complex,YMR061W,RNA14
mRNA cleavage factor complex,YLR277C,YSH1
mRNA cleavage factor complex,YLR115W,CFT2
mRNA cleavage factor complex,YDR301W,CFT1
mRNA cleavage factor complex,YAL043C,PTA1
mRNA cleavage factor complex,YOR250C,CLP1
mRNA cleavage factor complex,YOL123W,HRP1
mRNA cleavage factor complex,YGL044C,RNA15
mRNA cleavage factor complex,YDR228C,PCF11
CPF complex,YER133W,GLC7
CPF complex,YMR061W,RNA14
CPF complex,YLR277C,YSH1
CPF complex,YLR115W,CFT2
CPF complex,YKL018W,SWD2
CPF complex,YDR301W,CFT1
CPF complex,YAL043C,PTA1
CPF complex,YPR107C,YTH1
CPF complex,YOR179C,SYC1
CPF complex,YNL317W,PFS2
CPF complex,YNL222W,SSU72
CPF complex,YKR002W,PAP1
CPF complex,YKL059C,MPE1
CPF complex,YJR093C,FIP1
CPF complex,YGR156W,PTI1
CPF complex,YDR195W,REF2
anaphase-promoting complex,YGL116W,CDC20
anaphase-promoting complex,YOR249C,APC5
anaphase-promoting complex,YNL172W,APC1
anaphase-promoting complex,YLR127C,APC2
anaphase-promoting complex,YLR102C,APC9
anaphase-promoting complex,YKL022C,CDC16
anaphase-promoting complex,YIR025W,MND2
anaphase-promoting complex,YHR166C,CDC23
anaphase-promoting complex,YGR225W,AMA1
anaphase-promoting complex,YGL240W,DOC1
anaphase-promoting complex,YGL003C,CDH1
anaphase-promoting complex,YFR036W,CDC26
anaphase-promoting complex,YDR260C,SWM1
anaphase-promoting complex,YDR118W,APC4
anaphase-promoting complex,YDL008W,APC11
anaphase-promoting complex,YBL084C,CDC27
exosome (RNase complex),YOR076C,SKI7
exosome (RNase complex),YNL251C,NRD1
exosome (RNase complex),YNL189W,SRP1
exosome (RNase complex),YOR001W,RRP6
exosome (RNase complex),YOL142W,RRP40
exosome (RNase complex),YOL021C,DIS3
exosome (RNase complex),YNR024W,MPP6
exosome (RNase complex),YNL232W,CSL4
exosome (RNase complex),YHR081W,LRP1
exosome (RNase complex),YHR069C,RRP4
exosome (RNase complex),YGR195W,SKI6
exosome (RNase complex),YGR158C,MTR3
exosome (RNase complex),YGR095C,RRP46
exosome (RNase complex),YDR280W,RRP45
exosome (RNase complex),YDL111C,RRP42
exosome (RNase complex),YCR035C,RRP43
F0/F1 ATP synthase (complex V),YPL078C,ATP4
F0/F1 ATP synthase (complex V),YKL016C,ATP7
F0/F1 ATP synthase (complex V),YDR298C,ATP5
F0/F1 ATP synthase (complex V),YDL181W,INH1
F0/F1 ATP synthase (complex V),YPR020W,ATP20
F0/F1 ATP synthase (complex V),YPL271W,ATP15
F0/F1 ATP synthase (complex V),YOL077W-A,ATP19
F0/F1 ATP synthase (complex V),YML081C-A,ATP18
F0/F1 ATP synthase (complex V),YLR295C,ATP14
F0/F1 ATP synthase (complex V),YJR121W,ATP2
F0/F1 ATP synthase (complex V),YDR377W,ATP17
F0/F1 ATP synthase (complex V),YDR322C-A,TIM11
F0/F1 ATP synthase (complex V),YDL004W,ATP16
F0/F1 ATP synthase (complex V),YBR039W,ATP3
F0/F1 ATP synthase (complex V),YBL099W,ATP1
F0/F1 ATP synthase (complex V),YGR008C,STF2
F0/F1 ATP synthase (complex V),YDL130W-A,STF1
SCF ubiquitin ligase complex,YDR328C,SKP1
SCF ubiquitin ligase complex,YDR054C,CDC34
SCF ubiquitin ligase complex,YDL132W,CDC53
SCF ubiquitin ligase complex,YOL133W,HRT1
SCF ubiquitin ligase complex,YFL009W,CDC4
SCF ubiquitin ligase complex,YBR280C,SAF1
SCF ubiquitin ligase complex,YOR080W,DIA2
SCF ubiquitin ligase complex,YML088W,UFO1
SCF ubiquitin ligase complex,YLR368W,MDM30
SCF ubiquitin ligase complex,YLR097C,HRT3
SCF ubiquitin ligase complex,YJR090C,GRR1
SCF ubiquitin ligase complex,YJL149W,DAS1
SCF ubiquitin ligase complex,YIL046W,MET30
SCF ubiquitin ligase complex,YDR131C,0
SCF ubiquitin ligase complex,YJL047C,RTT101
SCF ubiquitin ligase complex,YGL252C,RTG2
SCF ubiquitin ligase complex,YOR057W,SGT1
INO80 complex,YPL129W,TAF14
INO80 complex,YPL235W,RVB2
INO80 complex,YJL081C,ARP4
INO80 complex,YFL039C,ACT1
INO80 complex,YDR190C,RVB1
INO80 complex,YOR189W,IES4
INO80 complex,YOR141C,ARP8
INO80 complex,YNL215W,IES2
INO80 complex,YNL059C,ARP5
INO80 complex,YLR052W,IES3
INO80 complex,YGL150C,INO80
INO80 complex,YFL013C,IES1
INO80 complex,YER092W,IES5
INO80 complex,YDL002C,NHP10
NuA4 histone acetyltransferase complex,YJL081C,ARP4
NuA4 histone acetyltransferase complex,YHR099W,TRA1
NuA4 histone acetyltransferase complex,YFL039C,ACT1
NuA4 histone acetyltransferase complex,YPR023C,EAF3
NuA4 histone acetyltransferase complex,YNL107W,YAF9
NuA4 histone acetyltransferase complex,YJR082C,EAF6
NuA4 histone acetyltransferase complex,YGR002C,SWC4
NuA4 histone acetyltransferase complex,YOR244W,ESA1
NuA4 histone acetyltransferase complex,YNL136W,EAF7
NuA4 histone acetyltransferase complex,YHR090C,YNG2
NuA4 histone acetyltransferase complex,YFL024C,EPL1
NuA4 histone acetyltransferase complex,YEL018W,EAF5
NuA4 histone acetyltransferase complex,YDR359C,EAF1
SWR1 complex,YPL235W,RVB2
SWR1 complex,YJL081C,ARP4
SWR1 complex,YFL039C,ACT1
SWR1 complex,YDR190C,RVB1
SWR1 complex,YNL107W,YAF9
SWR1 complex,YGR002C,SWC4
SWR1 complex,YML041C,VPS71
SWR1 complex,YLR399C,BDF1
SWR1 complex,YLR385C,SWC7
SWR1 complex,YLR085C,ARP6
SWR1 complex,YDR485C,VPS72
SWR1 complex,YDR334W,SWR1
SWR1 complex,YBR231C,SWC5
SWR1 complex,YAL011W,SWC3
PKC pathway,YLR371W,ROM2
PKC pathway,YDL203C,ACK1
PKC pathway,YBL105C,PKC1
PKC pathway,YPL140C,MKK2
PKC pathway,YPL089C,RLM1
PKC pathway,YOR231W,MKK1
PKC pathway,YOR188W,MSB1
PKC pathway,YOL105C,WSC3
PKC pathway,YNL090W,RHO2
PKC pathway,YKL161C,KDX1
PKC pathway,YJL095W,BCK1
PKC pathway,YHR030C,SLT2
PKC pathway,YGR070W,ROM1
PKC pathway,YDL240W,LRG1
cyclin-dependent protein kinase holoenzyme complex (GO),YBR160W,CDC28
cyclin-dependent protein kinase holoenzyme complex (GO),YPL256C,CLN2
cyclin-dependent protein kinase holoenzyme complex (GO),YPL219W,PCL8
cyclin-dependent protein kinase holoenzyme complex (GO),YOL001W,PHO80
cyclin-dependent protein kinase holoenzyme complex (GO),YNL289W,PCL1
cyclin-dependent protein kinase holoenzyme complex (GO),YIL050W,PCL7
cyclin-dependent protein kinase holoenzyme complex (GO),YGL134W,PCL10
cyclin-dependent protein kinase holoenzyme complex (GO),YDL127W,PCL2
cyclin-dependent protein kinase holoenzyme complex (GO),YBR135W,CKS1
cyclin-dependent protein kinase holoenzyme complex (GO),YHR071W,PCL5
cyclin-dependent protein kinase holoenzyme complex (GO),YGL215W,CLG1
cyclin-dependent protein kinase holoenzyme complex (GO),YER059W,PCL6
cyclin-dependent protein kinase holoenzyme complex (GO),YDL179W,PCL9
Cln-Cdc28 protein kinase complex,YBR160W,CDC28
Cln-Cdc28 protein kinase complex,YPL256C,CLN2
Cln-Cdc28 protein kinase complex,YBR135W,CKS1
Cln-Cdc28 protein kinase complex,YMR199W,CLN1
Cln-Cdc28 protein kinase complex,YLR210W,CLB4
Cln-Cdc28 protein kinase complex,YLR079W,SIC1
Cln-Cdc28 protein kinase complex,YKR091W,SRL3
Cln-Cdc28 protein kinase complex,YDL155W,CLB3
H+-transporting ATPase,YJR033C,RAV1
H+-transporting ATPase,YPL234C,VMA11
H+-transporting ATPase,YHR026W,VMA16
H+-transporting ATPase,YEL027W,VMA3
H+-transporting ATPase,YLR447C,VMA6
H+-transporting ATPase,YPR036W,VMA13
H+-transporting ATPase,YOR332W,VMA4
H+-transporting ATPase,YKL080W,VMA5
H+-transporting ATPase,YHR039C-A,VMA10
H+-transporting ATPase,YGR020C,VMA7
H+-transporting ATPase,YEL051W,VMA8
H+-transporting ATPase,YDL185W,VMA1
H+-transporting ATPase,YBR127C,VMA2
H+-transporting ATPase,YMR054W,STV1
H+-transporting ATPase,YOR270C,VPH1
Rpd3L complex,YOL004W,SIN3
Rpd3L complex,YPL181W,CTI6
Rpd3L complex,YPL139C,UME1
Rpd3L complex,YNL330C,RPD3
Rpd3L complex,YMR075W,RCO1
Rpd3L complex,YDR207C,UME6
Rpd3L complex,YNL097C,PHO23
Rpd3L complex,YMR263W,SAP30
Rpd3L complex,YKL185W,ASH1
Rpd3L complex,YIL084C,SDS3
Rpd3L complex,YDL076C,RXT3
Rpd3L complex,YBR095C,RXT2
Rpd3L complex,YAL013W,DEP1
chaperonin-containing T-complex,YDR171W,HSP42
chaperonin-containing T-complex,YOR281C,PLP2
chaperonin-containing T-complex,YNL212W,VID27
chaperonin-containing T-complex,YLL024C,SSA2
chaperonin-containing T-complex,YJR064W,CCT5
chaperonin-containing T-complex,YJL111W,CCT7
chaperonin-containing T-complex,YJL014W,CCT3
chaperonin-containing T-complex,YJL008C,CCT8
chaperonin-containing T-complex,YIL142W,CCT2
chaperonin-containing T-complex,YDR212W,TCP1
chaperonin-containing T-complex,YDR188W,CCT6
chaperonin-containing T-complex,YDL143W,CCT4
chaperonin-containing T-complex,YAL005C,SSA1
Cdc73p/Paf1p complex,YOR123C,LEO1
Cdc73p/Paf1p complex,YOL145C,CTR9
Cdc73p/Paf1p complex,YLR418C,CDC73
Cdc73p/Paf1p complex,YGL244W,RTF1
Cdc73p/Paf1p complex,YDR138W,HPR1
Cdc73p/Paf1p complex,YBR279W,PAF1
Cdc73p/Paf1p complex,YAL021C,CCR4
transcription elongation factor complex,YGL207W,SPT16
transcription elongation factor complex,YOR123C,LEO1
transcription elongation factor complex,YOL145C,CTR9
transcription elongation factor complex,YLR418C,CDC73
transcription elongation factor complex,YGL244W,RTF1
transcription elongation factor complex,YBR279W,PAF1
transcription elongation factor complex,YPL046C,ELC1
transcription elongation factor complex,YNL230C,ELA1
transcription elongation factor complex,YML010W,SPT5
transcription elongation factor complex,YGR063C,SPT4
transcription elongation factor complex,YER164W,CHD1
transcription elongation factor complex,YPR133C,SPN1
transcription elongation factor complex,YGR116W,SPT6
SWI/SNF complex,YPL129W,TAF14
SWI/SNF complex,YPR034W,ARP7
SWI/SNF complex,YOR290C,SNF2
SWI/SNF complex,YMR033W,ARP9
SWI/SNF complex,YGR275W,RTT102
SWI/SNF complex,YPL016W,SWI1
SWI/SNF complex,YNR023W,SNF12
SWI/SNF complex,YJL176C,SWI3
SWI/SNF complex,YHL025W,SNF6
SWI/SNF complex,YFL049W,SWP82
SWI/SNF complex,YDR073W,SNF11
SWI/SNF complex,YBR289W,SNF5
eukaryotic translation initiation factor 3 complex,YNL244C,SUI1
eukaryotic translation initiation factor 3 complex,YPR041W,TIF5
eukaryotic translation initiation factor 3 complex,YOR361C,PRT1
eukaryotic translation initiation factor 3 complex,YMR309C,NIP1
eukaryotic translation initiation factor 3 complex,YMR146C,TIF34
eukaryotic translation initiation factor 3 complex,YMR012W,CLU1
eukaryotic translation initiation factor 3 complex,YLR192C,HCR1
eukaryotic translation initiation factor 3 complex,YDR429C,TIF35
eukaryotic translation initiation factor 3 complex,YDR091C,RLI1
eukaryotic translation initiation factor 3 complex,YBR079C,RPG1
eukaryotic translation initiation factor 3 complex,YAL035W,FUN12
COPII,YAR002C-A,ERP1
COPII,YAL007C,ERP2
COPII,YPR181C,SEC23
COPII,YPL218W,SAR1
COPII,YPL085W,SEC16
COPII,YIL109C,SEC24
COPII,YDL195W,SEC31
COPII,YLR208W,SEC13
COPII,YML012W,ERV25
COPII,YGL200C,EMP24
COPII,YAL042W,ERV46
COPII,YNL049C,SFB2
COPII,YHR098C,SFB3
COPII,YDR517W,GRH1
nuclear telomere cap complex (GO),YLR442C,SIR3
nuclear telomere cap complex (GO),YDR227W,SIR4
nuclear telomere cap complex (GO),YDL042C,SIR2
nuclear telomere cap complex (GO),YLR150W,STM1
nuclear telomere cap complex (GO),YNL216W,RAP1
nuclear telomere cap complex (GO),YLR453C,RIF2
nuclear telomere cap complex (GO),YLR010C,TEN1
nuclear telomere cap complex (GO),YGR099W,TEL2
nuclear telomere cap complex (GO),YDR082W,STN1
nuclear telomere cap complex (GO),YDL220C,CDC13
nuclear telomere cap complex (GO),YBR275C,RIF1
snRNP U6,YJL124C,LSM1
snRNP U6,YMR268C,PRP24
snRNP U6,YDL160C,DHH1
snRNP U6,YCR077C,PAT1
snRNP U6,YNL147W,LSM7
snRNP U6,YLR438C-A,LSM3
snRNP U6,YJR022W,LSM8
snRNP U6,YER146W,LSM5
snRNP U6,YER112W,LSM4
snRNP U6,YDR378C,LSM6
snRNP U6,YBL026W,LSM2
HOG pathway,YGR014W,MSB2
HOG pathway,YPR075C,OPY2
HOG pathway,YOR208W,PTP2
HOG pathway,YNR031C,SSK2
HOG pathway,YLR248W,RCK2
HOG pathway,YLR113W,HOG1
HOG pathway,YLR006C,SSK1
HOG pathway,YLL043W,FPS1
HOG pathway,YJL128C,PBS2
HOG pathway,YER118C,SHO1
HOG pathway,YCR073C,SSK22
COMA complex,YLR315W,NKP2
COMA complex,YDR383C,NKP1
COMA complex,YBR211C,AME1
COMA complex,YPR046W,MCM16
COMA complex,YPL018W,CTF19
COMA complex,YLR381W,CTF3
COMA complex,YJR135C,MCM22
COMA complex,YGR179C,OKP1
COMA complex,YDR318W,MCM21
COMA complex,YDR254W,CHL4
COMA complex,YBR107C,IML3
transcription factor complex,YPL042C,SSN3
transcription factor complex,YNL025C,SSN8
transcription factor complex,YNL030W,HHF2
transcription factor complex,YDL140C,RPO21
transcription factor complex,YDR443C,SSN2
transcription factor complex,YCR081W,SRB8
transcription factor complex,YOR151C,RPB2
transcription factor complex,YPL181W,CTI6
transcription factor complex,YOR290C,SNF2
transcription factor complex,YPR186C,PZF1
ubiquitin ligase complex (GO),YDL013W,SLX5
ubiquitin ligase complex (GO),YER125W,RSP5
ubiquitin ligase complex (GO),YOR057W,SGT1
ubiquitin ligase complex (GO),YNL311C,SKP2
ubiquitin ligase complex (GO),YMR275C,BUL1
ubiquitin ligase complex (GO),YML111W,BUL2
ubiquitin ligase complex (GO),YLR224W,UCC1
ubiquitin ligase complex (GO),YER116C,SLX8
ubiquitin ligase complex (GO),YDR306C,0
ubiquitin ligase complex (GO),YDR219C,MFB1
transcription factor TFIIH complex,YDR460W,TFB3
transcription factor TFIIH complex,YLR005W,SSL1
transcription factor TFIIH complex,YDR311W,TFB1
transcription factor TFIIH complex,YIL143C,SSL2
transcription factor TFIIH complex,YPR056W,TFB4
transcription factor TFIIH complex,YPL122C,TFB2
transcription factor TFIIH complex,YER171W,RAD3
transcription factor TFIIH complex,YPR025C,CCL1
transcription factor TFIIH complex,YDR079C-A,TFB5
transcription factor TFIIH complex,YDL108W,KIN28
nucleotide-excision repair factor 3 complex,YDR460W,TFB3
nucleotide-excision repair factor 3 complex,YGR258C,RAD2
nucleotide-excision repair factor 3 complex,YLR005W,SSL1
nucleotide-excision repair factor 3 complex,YDR311W,TFB1
nucleotide-excision repair factor 3 complex,YIL143C,SSL2
nucleotide-excision repair factor 3 complex,YPR056W,TFB4
nucleotide-excision repair factor 3 complex,YPL122C,TFB2
nucleotide-excision repair factor 3 complex,YER171W,RAD3
nucleolar ribonuclease P complex,YNL282W,POP3
nucleolar ribonuclease P complex,YNL221C,POP1
nucleolar ribonuclease P complex,YHR062C,RPP1
nucleolar ribonuclease P complex,YGR030C,POP6
nucleolar ribonuclease P complex,YBR257W,POP4
nucleolar ribonuclease P complex,YBR167C,POP7
nucleolar ribonuclease P complex,YBL018C,POP8
nucleolar ribonuclease P complex,YAL033W,POP5
nucleolar ribonuclease P complex,YIR015W,RPR2
ribonuclease MRP complex,YNL282W,POP3
ribonuclease MRP complex,YNL221C,POP1
ribonuclease MRP complex,YHR062C,RPP1
ribonuclease MRP complex,YGR030C,POP6
ribonuclease MRP complex,YBR257W,POP4
ribonuclease MRP complex,YBR167C,POP7
ribonuclease MRP complex,YBL018C,POP8
ribonuclease MRP complex,YAL033W,POP5
ribonuclease MRP complex,YLR145W,RMP1
ribonuclease MRP complex,YDR478W,SNM1
DASH complex,YKL138C-A,HSK3
DASH complex,YDR320C-A,DAD4
DASH complex,YBR233W-A,DAD3
DASH complex,YKR083C,DAD2
DASH complex,YKR037C,SPC34
DASH complex,YKL052C,ASK1
DASH complex,YGR113W,DAM1
DASH complex,YGL061C,DUO1
DASH complex,YDR201W,SPC19
DASH complex,YDR016C,DAD1
eukaryotic translation initiation factor 2B complex,YPL237W,SUI3
eukaryotic translation initiation factor 2B complex,YJR007W,SUI2
eukaryotic translation initiation factor 2B complex,YER025W,GCD11
eukaryotic translation initiation factor 2B complex,YOR260W,GCD1
eukaryotic translation initiation factor 2B complex,YLR291C,GCD7
eukaryotic translation initiation factor 2B complex,YLR215C,CDC123
eukaryotic translation initiation factor 2B complex,YKR026C,GCN3
eukaryotic translation initiation factor 2B complex,YGR083C,GCD2
eukaryotic translation initiation factor 2B complex,YDR211W,GCD6
CCR4-NOT complex,YNL288W,CAF40
CCR4-NOT complex,YGR134W,CAF130
CCR4-NOT complex,YFL028C,CAF16
CCR4-NOT complex,YDR252W,BTT1
CCR4-NOT complex,YNL278W,CAF120
CCR4-NOT complex,YKR036C,CAF4
CCR4-NOT core complex,YNL288W,CAF40
CCR4-NOT core complex,YGR134W,CAF130
CCR4-NOT core complex,YAL021C,CCR4
CCR4-NOT core complex,YPR072W,NOT5
CCR4-NOT core complex,YNR052C,POP2
CCR4-NOT core complex,YIL038C,NOT3
CCR4-NOT core complex,YER068W,MOT2
CCR4-NOT core complex,YDL165W,CDC36
CCR4-NOT core complex,YCR093W,CDC39
"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)",YPR191W,QCR2
"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)",YDR529C,QCR7
"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)",YBL045C,COR1
"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)",YOR065W,CYT1
"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)",YJL166W,QCR8
"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)",YHR001W-A,QCR10
"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)",YGR183C,QCR9
"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)",YFR033C,QCR6
"Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)",YEL024W,RIP1
putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex,YNL182C,IPI3
putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex,YHR085W,IPI1
putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex,YER126C,NSA2
putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex,YNR053C,NOG2
putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex,YLR106C,MDN1
putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex,YLR074C,BUD20
putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex,YGR245C,SDA1
putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex,YDR101C,ARX1
putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex,YCR072C,RSA4
RNA polymerase I upstream activating factor complex,YBR010W,HHT1
RNA polymerase I upstream activating factor complex,YBR009C,HHF1
RNA polymerase I upstream activating factor complex,YOR295W,UAF30
